REF_NO,children,age_band,status,occupation,occupation_partner,home_status,family_income,self_employed,self_employed_partner,year_last_moved,TVarea,post_code,post_area,Average_Credit_Card_Transaction,Balance_Transfer,Term_Deposit,Life_Insurance,Medical_Insurance,Average_A/C_Balance,Personal_Loan,Investment_in_Mutual_Fund,Investment_Tax_Saving_Bond,Home_Loan,Online_Purchase_Amount,gender,region,Investment_in_Commudity,Investment_in_Equity,Investment_in_Derivative,Portfolio_Balance,Revenue_Grid
1011,Zero,55-60,Partner,Secretarial/Admin,Retired,Own Home,"<12,500, >=10,000",No,No,1972,HTV,SA5 8EZ,SA5,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Female,Wales,25.0,0.0,0.0,-2.46,2
7953,Zero,26-30,Single/Never Married,Professional,Unknown,Own Home,"<30,000, >=27,500",No,No,1998,HTV,BS16 7BJ,BS16,205.43,14.98,227.93,155.41,29.96,114.96,0.0,35.47,0.0,48.11,0.0,Male,South West,126.74,33.09,55.97,243.97,2
2784,Zero,26-30,Partner,Secretarial/Admin,Professional,Own Home,">=35,000",No,No,1995,Carlton,SS7 5DL,SS7,11.49,169.44,116.92,102.97,0.0,94.94,0.0,27.47,4.48,31.66,10.97,Female,South East,80.16,28.25,38.31,117.66,2
6881,Zero,22-25,Single/Never Married,Professional,Unknown,Live in Parental Hom,Unknown,No,No,1996,Central,B28 8EZ,B28,0.0,63.97,0.0,55.97,0.0,78.96,0.0,101.93,0.0,0.0,0.0,Female,West Midlands,23.99,30.15,39.48,97.1,2
8307,Zero,45-50,Divorced/Separated,Professional,Unknown,Own Home,">=35,000",Yes,No,1987,Carlton,TW10 7UE,TW10,149.49,0.0,0.0,0.0,9.99,37.98,0.0,7.98,0.0,0.0,0.0,Male,South East,31.9,7.66,9.33,10.64,2
927,Zero,22-25,Partner,Secretarial/Admin,Professional,Own Home,">=35,000",No,No,1995,Unknown,CH49 4RB,CH49,0.0,36.98,0.0,73.97,0.0,41.48,0.0,23.48,0.0,2.24,41.48,Female,Unknown,22.19,18.11,23.16,60.29,2
10308,Zero,51-55,Partner,Other,Business Manager,Own Home,">=35,000",No,No,1978,Ulster,BT39 9SQ,BT39,0.0,79.92,0.0,11.47,0.0,0.0,27.98,19.98,0.0,0.0,0.0,Male,Northern Ireland,18.28,7.99,9.91,41.06,2
3888,Zero,51-55,Partner,Retired,Retired,Own Home,"<22,500, >=20,000",No,No,1988,HTV,GL19 3RF,GL19,0.0,204.38,60.97,78.44,0.0,34.95,0.0,134.89,0.0,24.7,0.0,Male,South West,68.76,32.42,41.38,108.62,2
7221,2,36-40,Partner,Secretarial/Admin,Secretarial/Admin,Own Home,"<27,500, >=25,000",No,No,1990,Granada,M43 7ER,M43,24.98,0.01,14.99,88.96,9.99,58.46,0.0,74.95,18.48,0.0,14.99,Female,North West,27.79,27.81,41.81,112.73,2
2674,2,31-35,Partner,Professional,Professional,Own Home,">=35,000",Yes,No,1995,Meridian,M16 8SH,M16,0.0,0.0,0.0,8.99,0.0,29.99,0.0,0.0,0.0,0.0,0.0,Male,North West,1.8,5.0,6.5,-11.4,2
10415,1,22-25,Partner,Housewife,Manual Worker,Rent from Council/HA,"<10,000, >= 8,000",No,Yes,1993,Meridian,BH16 5HH,BH16,226.97,0.0,301.88,0.0,107.97,0.0,0.0,0.0,0.0,0.0,0.0,Female,South West,127.36,0.0,18.0,158.45,2
3614,2,36-40,Partner,Secretarial/Admin,Manual Worker,Own Home,"<22,500, >=20,000",No,Yes,1985,HTV,BS15 9XE,BS15,0.0,79.98,29.49,50.45,0.0,24.49,49.95,0.0,0.0,0.0,0.0,Female,South West,31.98,12.41,20.82,93.63,2
2065,Zero,22-25,Partner,Other,Secretarial/Admin,Own Home,">=35,000",No,Yes,1997,Carlton,CM17 9PE,CM17,0.0,0.0,0.0,114.48,0.0,17.97,0.0,0.0,0.0,0.0,0.0,Female,South East,22.9,3.0,22.08,40.77,2
9363,Zero,26-30,Partner,Professional,Manual Worker,Own Home,"<30,000, >=27,500",No,No,1997,Granada,BB12 9PH,BB12,81.94,24.99,57.46,140.94,101.68,69.46,82.95,91.91,69.98,0.0,3.99,Female,North West,81.4,53.05,92.82,235.74,1
1439,1,41-45,Partner,Professional,Professional,Own Home,">=35,000",No,No,1992,Granada,M33 3TF,M33,0.0,34.99,0.0,14.0,0.0,0.0,95.95,0.0,1.0,4.49,0.0,Female,North West,9.8,16.91,18.49,42.63,2
5780,Zero,71+,Partner,Retired,Retired,Own Home,"< 8,000, >= 4,000",No,No,1984,TV South West,TQ3 3PP,TQ3,59.99,0.0,34.97,35.48,40.97,11.99,0.0,0.0,2.0,0.0,3.0,Female,South West,34.28,2.83,15.07,8.17,2
8760,Zero,22-25,Single/Never Married,Secretarial/Admin,Business Manager,Own Home,"<20,000, >=17,500",No,No,1998,Grampian,IV2 7WY,IV2,0.0,71.46,0.0,148.92,18.46,74.43,0.0,194.34,0.0,0.0,0.0,Female,Scotland,47.77,44.8,72.69,170.81,2
6627,2,31-35,Divorced/Separated,Professional,Secretarial/Admin,Own Home,">=35,000",No,No,1993,Carlton,M11 8XJ,M11,0.0,0.0,24.98,47.96,0.0,14.47,443.98,9.99,14.5,0.0,22.45,Male,North West,14.59,84.23,88.48,220.87,2
5901,Zero,61-65,Partner,Retired,Retired,Own Home,"<22,500, >=20,000",No,No,1971,Granada,M28 7FD,M28,39.99,0.0,49.48,0.0,0.0,9.98,0.0,37.98,0.0,3.48,0.0,Female,North West,17.89,8.57,7.99,22.62,2
5069,Zero,61-65,Partner,Retired,Retired,Own Home,"<30,000, >=27,500",No,No,1984,Carlton,SL4 2NS,SL4,0.0,152.94,0.0,67.97,0.0,8.99,0.0,55.46,0.0,0.0,0.0,Female,South East,44.18,10.74,22.07,36.96,2
5625,1,41-45,Partner,Manual Worker,Unknown,Rent from Council/HA,"<10,000, >= 8,000",No,No,1975,Border,CA14 5AH,CA14,0.0,0.0,24.98,0.0,8.48,22.95,8.99,0.0,8.98,7.98,0.0,Female,North,6.69,8.15,8.23,-3.7,2
4596,2,31-35,Single/Never Married,Unknown,Housewife,Rent from Council/HA,"< 8,000, >= 4,000",No,No,1985,Tyne Tees,TS14 6LW,TS14,6.49,0.0,0.0,131.93,13.48,2.99,0.0,19.97,0.0,0.0,0.0,Female,North,30.38,3.83,28.06,26.8,2
7648,2,26-30,Partner,Secretarial/Admin,Professional,Own Home,">=35,000",No,No,1993,HTV,LL15 1SL,LL15,15.98,100.81,79.94,264.01,84.59,109.33,53.92,161.29,68.13,9.98,7.47,Female,Wales,109.07,68.35,123.55,309.13,1
4217,Zero,22-25,Partner,Other,Business Manager,Own Home,"<10,000, >= 8,000",No,No,1996,Meridian,M52 9FD,M52,0.0,47.44,9.44,74.05,1.0,89.85,297.41,35.37,0.0,16.63,77.04,Female,North West,26.39,86.05,82.95,212.31,2
1177,Zero,65-70,Partner,Retired,Retired,Own Home,"<10,000, >= 8,000",No,No,1983,Meridian,M23 7BS,M23,0.0,59.49,0.0,66.47,57.97,0.0,41.46,47.45,5.99,2.99,7.48,Male,North West,36.79,17.56,36.56,76.81,2
10662,Zero,45-50,Partner,Secretarial/Admin,Professional,Own Home,"<27,500, >=25,000",No,No,1972,TV South West,PL19 9QQ,PL19,0.0,144.98,0.0,0.0,0.0,0.0,0.0,89.93,0.0,0.0,0.0,Female,South West,29.0,14.99,14.99,80.13,2
6353,Zero,65-70,Partner,Retired,Retired,Own Home,"<12,500, >=10,000",No,No,1985,Central,GL51 0UA,GL51,39.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,South West,8.0,0.0,0.0,-3.21,2
1397,Zero,65-70,Partner,Retired,Retired,Own Home,"<10,000, >= 8,000",No,No,1996,HTV,LL30 3FD,LL30,0.0,59.98,0.0,74.47,0.0,0.0,0.0,23.48,0.0,0.0,0.0,Female,Wales,26.89,3.91,16.33,32.53,2
8547,Zero,55-60,Partner,Secretarial/Admin,Retired,Own Home,"<25,000, >=22,500",No,No,1994,Carlton,M14 4PP,M14,0.0,0.0,0.0,0.0,0.0,29.99,0.0,0.0,0.0,9.99,0.0,Male,North West,0.0,6.66,5.0,18.44,2
8006,Zero,71+,Partner,Retired,Professional,Own Home,">=35,000",No,No,1983,Central,WV16 6PQ,WV16,11.49,0.0,0.0,62.97,30.96,0.0,14.06,0.0,0.0,0.0,0.0,Male,West Midlands,21.08,2.34,18.0,34.35,2
5838,2,41-45,Partner,Secretarial/Admin,Professional,Own Home,"<30,000, >=27,500",No,No,1983,Grampian,AB32 6SF,AB32,0.0,60.98,57.48,126.44,11.49,19.96,0.0,18.98,0.0,0.0,0.0,Female,Scotland,51.28,6.49,29.48,103.52,2
7444,Zero,65-70,Widowed,Retired,Unknown,Rent from Council/HA,"<15,000, >=12,500",No,No,1995,Yorkshire,BD19 4SB,BD19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Female,Unknown,0.0,0.0,0.0,-17.88,2
60,Zero,36-40,Single/Never Married,Business Manager,Professional,Own Home,">=35,000",No,No,1996,HTV,LL31 9EF,LL31,0.0,89.99,84.99,150.95,0.0,0.0,0.0,39.97,0.0,0.0,0.0,Female,Wales,65.19,6.66,31.82,134.33,2
8616,1,36-40,Partner,Secretarial/Admin,Unknown,Own Home,"<30,000, >=27,500",No,Yes,1997,Anglia,PE4 6AY,PE4,24.49,0.0,0.0,53.97,5.49,0.0,14.49,0.0,0.0,0.0,84.94,Female,East Anglia,16.79,16.57,12.33,8.53,1
7448,Zero,55-60,Partner,Retired,Retired,Own Home,"<27,500, >=25,000",No,No,1986,Central,CV8 3JG,CV8,29.99,82.96,60.97,38.98,0.0,13.48,17.98,0.0,19.98,0.0,0.0,Female,West Midlands,42.58,8.57,15.07,110.64,2
9686,Zero,55-60,Partner,Retired,Retired,Own Home,"<25,000, >=22,500",No,No,1971,Central,LE7 9SD,LE7,0.0,0.0,24.99,0.0,12.98,4.49,0.0,0.0,0.0,0.0,0.0,Female,East Midlands,7.59,0.75,2.91,-17.54,2
177,2,26-30,Partner,Unknown,Secretarial/Admin,Own Home,"<30,000, >=27,500",Yes,No,1995,Anglia,MK16 9DX,MK16,15.49,0.0,124.45,80.96,137.86,21.46,0.0,47.93,0.0,0.0,60.44,Male,South East,71.75,21.64,48.04,170.62,2
9093,3,31-35,Partner,Housewife,Secretarial/Admin,Own Home,"<20,000, >=17,500",No,No,1985,Central,DY6 7RW,DY6,11.99,25.99,0.0,81.96,2.99,40.45,25.97,16.69,12.48,13.98,0.0,Female,West Midlands,24.59,18.26,30.09,36.37,2
1810,Zero,22-25,Unknown,Other,Unknown,Own Home,"<30,000, >=27,500",No,No,1998,Scottish TV,G64 2DP,G64,0.0,54.47,0.0,147.38,0.0,39.99,20.47,15.98,0.0,0.0,0.0,Male,Scotland,40.37,12.74,37.3,95.94,2
1812,Zero,36-40,Partner,Professional,Business Manager,Own Home,">=35,000",No,No,1993,Central,NG23 6HQ,NG23,19.99,0.0,34.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,East Midlands,11.0,0.0,0.0,30.77,2
11333,Zero,55-60,Partner,Retired,Retired,Own Home,"< 4,000",No,No,1988,Yorkshire,DN4 9HE,DN4,19.49,104.46,27.49,49.45,66.38,61.41,0.0,27.97,18.48,0.0,126.96,Female,Unknown,53.45,39.14,37.28,174.9,1
11336,1,41-45,Partner,Unknown,Unknown,Own Home,">=35,000",Yes,Yes,1979,Central,MK18 3PS,MK18,0.0,84.98,0.0,260.87,6.99,29.0,83.45,35.48,3.0,0.0,0.0,Female,South East,70.57,25.16,69.8,176.54,2
7602,2,36-40,Partner,Housewife,Professional,Own Home,"<27,500, >=25,000",No,No,1997,Carlton,L26 6RA,L26,57.47,69.99,42.49,43.48,39.45,29.93,138.87,68.91,96.44,19.98,545.37,Female,North West,50.58,149.92,69.51,345.45,1
9095,Zero,55-60,Partner,Retired,Retired,Own Home,"<12,500, >=10,000",No,No,1971,Meridian,BN12 6JR,BN12,0.0,41.98,0.0,47.97,33.46,0.0,0.0,36.46,0.0,0.0,0.0,Female,South East,24.68,6.08,19.65,56.04,2
8632,Zero,22-25,Single/Never Married,Manual Worker,Other,Own Home,"<27,500, >=25,000",No,No,1996,Yorkshire,HU15 2SU,HU15,71.97,26.97,0.0,0.01,9.99,19.96,0.0,0.0,0.0,0.0,0.0,Female,Unknown,21.79,3.33,4.99,-22.15,2
7017,Zero,65-70,Partner,Professional,Housewife,Own Home,"<25,000, >=22,500",No,No,1996,Carlton,RG6 7RP,RG6,0.0,0.0,0.0,27.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,South East,5.6,0.0,4.67,36.05,2
9036,1,45-50,Partner,Unknown,Secretarial/Admin,Own Home,"<30,000, >=27,500",Yes,No,1994,Tyne Tees,NE61 5LS,NE61,11.99,180.96,0.0,80.42,0.0,42.95,114.84,217.29,14.49,7.48,13.49,Male,North,54.67,68.42,78.33,213.54,2
4389,Zero,45-50,Partner,Unknown,Manual Worker,Own Home,"<27,500, >=25,000",No,No,1992,Anglia,NR8 6YH,NR8,32.97,44.97,44.46,34.96,15.44,28.48,11.48,8.98,0.0,3.58,0.0,Male,East Anglia,34.56,8.75,16.56,76.37,2
11303,Zero,55-60,Partner,Housewife,Manual Worker,Own Home,"<17,500, >=15,000",No,No,1961,Tyne Tees,NE34 7AN,NE34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Female,North,0.0,0.0,0.0,-37.99,2
7867,1,45-50,Partner,Business Manager,Professional,Own Home,">=35,000",No,No,1988,Meridian,RG40 3QG,RG40,14.99,0.0,35.97,22.99,57.93,0.0,10.99,0.0,0.0,0.0,0.0,Female,South East,26.38,1.83,15.32,59.51,2
3235,Zero,Unknown,Unknown,Unknown,Unknown,Unclassified,Unknown,No,No,0,Central,WR13 6JW,WR13,0.0,0.0,0.0,0.0,6.98,49.99,0.0,25.47,14.49,0.0,0.0,Female,West Midlands,1.4,14.99,16.16,67.56,2
494,Zero,55-60,Divorced/Separated,Retired,Retired,Own Home,">=35,000",No,No,1979,Unknown,IM4 5HB,IM4,0.0,158.94,0.0,110.92,0.0,19.97,28.44,70.41,0.0,0.0,4.99,Male,Isle of Man,53.97,20.64,38.29,143.15,2
6580,Zero,26-30,Single/Never Married,Professional,Professional,Own Home,">=35,000",Yes,No,1997,Central,DE11 7ND,DE11,11.48,29.99,24.99,81.43,45.46,33.95,0.0,104.93,1.0,8.98,0.0,Male,East Midlands,38.67,24.81,44.46,153.92,2
9438,2,26-30,Partner,Professional,Unknown,Own Home,"<27,500, >=25,000",No,Yes,1995,Grampian,AB31 5XB,AB31,0.0,0.0,0.0,20.0,0.0,0.0,45.95,0.0,0.0,0.0,0.0,Female,Scotland,4.0,7.66,10.99,16.83,2
4410,2,31-35,Partner,Secretarial/Admin,Manual Worker,Rent from Council/HA,"<12,500, >=10,000",No,Yes,1989,Scottish TV,PH33 6QG,PH33,24.49,0.0,0.0,11.98,0.0,9.99,14.46,0.0,0.0,0.0,5.5,Female,Scotland,7.29,4.99,6.07,1.66,2
1811,1,31-35,Single/Never Married,Secretarial/Admin,Secretarial/Admin,Own Home,"<27,500, >=25,000",No,No,1992,Carlton,UB7 0ES,UB7,39.99,50.48,0.01,480.81,76.47,113.88,155.91,339.19,36.97,18.48,113.93,Male,South East,129.55,129.73,200.54,481.82,2
3182,Zero,26-30,Partner,Professional,Secretarial/Admin,Own Home,">=35,000",No,No,1998,Central,DE65 6LG,DE65,44.99,220.95,0.0,108.46,62.46,69.96,103.4,100.93,26.99,0.0,0.0,Male,East Midlands,87.37,50.21,78.7,200.22,2
10363,Zero,22-25,Single/Never Married,Secretarial/Admin,Unknown,Live in Parental Hom,">=35,000",No,No,1997,Yorkshire,HX2 7NH,HX2,73.45,0.52,24.99,73.96,16.48,0.0,0.0,63.97,0.0,0.0,0.0,Female,Unknown,37.88,10.66,25.74,18.94,2
9867,Zero,18-21,Single/Never Married,Professional,Unknown,Own Home,"<20,000, >=17,500",No,No,1996,Anglia,MK6 2XJ,MK6,13.49,0.0,0.0,24.99,0.0,14.99,0.0,12.99,0.0,0.0,0.0,Female,South East,7.7,4.66,8.83,-9.5,2
6462,1,51-55,Partner,Housewife,Retired,Own Home,"<12,500, >=10,000",No,No,1972,Granada,SK9 3BY,SK9,23.98,0.01,29.97,22.97,14.48,29.97,35.99,0.0,19.48,32.44,0.0,Female,North West,18.28,19.65,20.48,44.41,2
4511,Zero,22-25,Single/Never Married,Secretarial/Admin,Unknown,Own Home,"<17,500, >=15,000",Yes,No,1995,Carlton,IG1 2BS,IG1,0.0,0.0,0.0,0.0,8.98,0.0,0.0,21.98,0.0,4.24,0.0,Female,South East,1.8,4.37,5.16,24.56,2
5374,Zero,31-35,Partner,Housewife,Manual Worker,Own Home,"<15,000, >=12,500",No,No,1984,Granada,LA9 7LR,LA9,0.0,0.0,0.0,0.52,0.0,4.49,0.0,0.0,0.0,0.0,0.0,Female,North,0.1,0.75,0.84,-51.04,2
1109,1,36-40,Partner,Secretarial/Admin,Secretarial/Admin,Own Home,">=35,000",No,No,1983,Central,B76 1DY,B76,0.0,0.0,0.0,159.9,0.0,7.49,0.0,0.0,19.97,0.0,0.0,Female,West Midlands,31.98,4.58,31.23,96.43,1
1409,Zero,26-30,Single/Never Married,Business Manager,Professional,Own Home,"<27,500, >=25,000",No,No,1992,Anglia,IP14 5LN,IP14,74.97,64.44,54.98,38.45,34.98,52.96,0.0,0.0,4.49,0.0,0.02,Female,East Anglia,53.56,9.58,21.81,101.39,2
3373,Zero,65-70,Partner,Retired,Retired,Own Home,"< 8,000, >= 4,000",No,No,1952,Central,B90 2JD,B90,0.0,0.0,0.0,18.44,0.0,0.0,0.0,29.48,0.0,0.0,0.0,Male,West Midlands,3.69,4.91,7.99,-9.46,2
2675,Zero,36-40,Divorced/Separated,Professional,Unknown,Own Home,"<15,000, >=12,500",No,No,1998,TV South West,TQ3 2AB,TQ3,0.0,104.98,0.0,140.88,15.48,33.41,46.44,9.99,0.0,0.0,0.0,Female,South West,52.27,14.97,41.03,86.92,2
8636,2,31-35,Partner,Housewife,Unknown,Own Home,"<10,000, >= 8,000",Yes,Yes,1987,Central,GL2 4SD,GL2,0.0,233.91,24.99,348.84,0.0,124.88,12.99,57.44,26.99,41.95,11.99,Female,South West,121.55,46.04,95.19,257.43,1
11453,Zero,55-60,Partner,Retired,Retired,Own Home,"< 4,000",No,No,1960,Central,B65 9NE,B65,0.0,29.98,0.0,9.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Female,West Midlands,7.99,0.0,1.67,13.85,2
6869,2,41-45,Partner,Professional,Other,Own Home,"<27,500, >=25,000",No,No,1992,Yorkshire,YO42 2UY,YO42,188.94,0.0,232.77,0.0,186.33,0.0,0.0,0.0,11.99,0.0,0.0,Male,Unknown,121.61,2.0,33.05,126.01,2
2464,Zero,55-60,Widowed,Manual Worker,Professional,Own Home,"<30,000, >=27,500",No,No,1975,HTV,LL61 5JS,LL61,0.0,154.98,0.0,91.42,29.48,42.97,0.0,80.95,1.0,3.24,117.56,Female,Wales,55.18,40.95,40.97,151.86,1
10696,2,26-30,Partner,Housewife,Business Manager,Own Home,"<20,000, >=17,500",No,No,1998,Unknown,CF15 7NX,CF15,0.0,0.0,0.0,0.0,21.97,0.0,0.0,23.48,0.0,0.0,0.0,Female,Unknown,4.39,3.91,7.58,24.04,2
8323,Zero,36-40,Single/Never Married,Unknown,Unknown,Rent Privately,"<22,500, >=20,000",No,No,1993,Carlton,SW18 4XG,SW18,32.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.99,Male,South East,6.49,1.83,0.0,13.41,2
1708,Zero,71+,Partner,Professional,Professional,Own Home,"<30,000, >=27,500",No,No,1987,Granada,OL11 5RF,OL11,0.0,0.0,0.0,0.0,19.98,30.48,0.0,71.95,0.0,4.49,0.0,Male,North West,4.0,17.82,20.4,-1.46,2
5175,Zero,45-50,Partner,Professional,Business Manager,Own Home,"<25,000, >=22,500",No,No,1978,Yorkshire,LS25 7AP,LS25,0.0,0.0,0.0,0.0,7.98,14.48,0.0,32.97,0.0,0.0,0.0,Female,Unknown,1.6,7.91,9.24,54.8,2
7349,Zero,65-70,Partner,Manual Worker,Secretarial/Admin,Own Home,"<27,500, >=25,000",No,No,1987,Carlton,RM6 4QL,RM6,0.0,34.99,147.96,76.47,10.99,0.0,99.38,43.97,4.49,39.97,0.0,Male,South East,54.08,31.3,39.22,106.12,2
4851,Zero,71+,Widowed,Retired,Unknown,Own Home,"<10,000, >= 8,000",No,No,1948,Carlton,SM5 1RN,SM5,0.0,11.49,0.0,73.4,14.49,95.91,41.46,42.97,0.0,0.0,0.0,Male,South East,19.88,30.06,44.71,100.81,2
2767,Zero,26-30,Single/Never Married,Professional,Manual Worker,Own Home,"<25,000, >=22,500",No,Yes,1998,Anglia,IP32 6SA,IP32,14.49,124.48,0.0,91.96,0.0,0.0,0.0,63.43,0.0,0.0,0.0,Female,East Anglia,46.19,10.57,25.9,96.31,2
9871,1,51-55,Partner,Housewife,Manual Worker,Own Home,">=35,000",No,No,1991,Scottish TV,FK2 0TA,FK2,0.0,29.99,0.0,182.92,0.0,117.91,37.48,158.84,12.48,17.2,207.92,Female,Scotland,42.58,91.97,84.94,183.92,1
5888,Zero,41-45,Divorced/Separated,Secretarial/Admin,Unknown,Own Home,"<15,000, >=12,500",No,No,1996,Meridian,M53 2HA,M53,0.0,98.97,19.99,90.47,73.42,44.45,0.0,27.48,9.99,0.0,36.47,Female,North West,56.57,19.73,40.97,155.79,2
6418,Zero,55-60,Divorced/Separated,Retired,Unknown,Own Home,"< 8,000, >= 4,000",No,No,1995,TV South West,EX12 2LG,EX12,0.01,113.46,155.43,15.49,39.47,44.98,415.65,23.98,0.0,0.0,0.0,Female,South West,64.77,80.77,89.93,229.47,2
401,Zero,51-55,Partner,Housewife,Professional,Own Home,">=35,000",No,No,1983,Scottish TV,PA11 3EQ,PA11,44.47,0.53,85.97,43.46,0.0,47.49,0.0,36.46,0.0,0.0,6.99,Female,Scotland,34.89,15.16,21.24,67.03,2
5958,Zero,31-35,Single/Never Married,Secretarial/Admin,Unknown,Own Home,"<17,500, >=15,000",No,No,1995,Granada,BB11 3DJ,BB11,0.0,0.0,0.0,19.99,0.0,0.0,0.0,81.43,0.0,12.42,0.0,Female,North West,4.0,15.64,16.9,49.79,2
2434,1,45-50,Partner,Unknown,Unknown,Own Home,"<17,500, >=15,000",Yes,Yes,1996,Meridian,L38 1TS,L38,265.43,224.93,20.99,262.39,111.35,43.39,203.1,108.31,24.45,0.0,49.44,Female,North West,177.02,71.45,125.5,360.39,2
10646,Zero,26-30,Partner,Professional,Professional,Own Home,">=35,000",No,No,1997,Granada,WA6 8JR,WA6,15.98,79.95,99.45,93.94,0.0,9.98,99.42,79.9,11.98,0.0,42.48,Female,North West,57.86,40.63,49.2,195.26,2
2392,Zero,65-70,Partner,Unknown,Unknown,Own Home,"<17,500, >=15,000",No,Yes,1987,Yorkshire,LN8 3PX,LN8,0.0,60.43,85.93,53.97,14.48,82.45,0.0,0.0,0.0,4.99,0.0,Male,East Midlands,42.96,14.57,25.15,85.63,2
6153,1,41-45,Partner,Professional,Professional,Own Home,">=35,000",Yes,No,1998,Carlton,SM6 8PF,SM6,0.0,82.47,0.0,75.95,0.0,56.97,39.96,0.0,0.0,0.0,0.0,Male,South East,31.68,16.16,28.81,98.21,2
2301,1,41-45,Partner,Secretarial/Admin,Business Manager,Own Home,"<27,500, >=25,000",No,No,1990,Yorkshire,S18 2EE,S18,0.0,0.0,201.15,0.0,4.99,0.0,0.0,0.0,0.0,0.0,0.0,Female,East Midlands,41.23,0.0,0.83,5.53,2
11059,Zero,55-60,Partner,Retired,Housewife,Own Home,"<12,500, >=10,000",No,No,1973,Anglia,IP14 6RU,IP14,107.4,0.0,34.97,29.99,37.95,19.98,0.0,0.0,0.0,0.0,0.0,Male,East Anglia,42.06,3.33,14.65,68.19,2
4595,2,45-50,Partner,Professional,Unknown,Own Home,"<27,500, >=25,000",No,Yes,1980,HTV,SY20 8LS,SY20,0.0,0.0,29.99,43.98,19.48,39.99,34.47,33.97,0.0,0.0,0.0,Female,Wales,18.69,18.07,28.65,66.93,2
207,Zero,26-30,Single/Never Married,Professional,Professional,Own Home,">=35,000",No,No,1997,Carlton,SL4 1HQ,SL4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.96,0.0,0.0,0.0,Male,South East,0.0,6.99,6.99,46.91,2
8056,Zero,22-25,Single/Never Married,Professional,Unknown,Own Home,"<15,000, >=12,500",No,No,1997,Tyne Tees,NE63 9EH,NE63,27.0,0.0,0.0,0.0,0.0,0.0,0.0,64.45,0.0,0.0,0.0,Female,North,5.4,10.74,10.74,19.31,2
4167,Zero,36-40,Single/Never Married,Professional,Other,Own Home,">=35,000",No,No,1993,Carlton,CR0 9JR,CR0,54.48,0.0,0.02,9.99,59.47,50.47,9.0,55.96,0.0,0.0,0.0,Male,South East,24.79,19.24,30.82,90.18,2
3900,2,45-50,Partner,Professional,Secretarial/Admin,Own Home,"<30,000, >=27,500",No,No,1987,Carlton,CM23 4JB,CM23,0.0,0.0,0.0,61.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,South East,12.39,0.0,10.33,1.87,2
9920,Zero,31-35,Single/Never Married,Professional,Manual Worker,Own Home,">=35,000",No,Yes,1990,Yorkshire,YO16 6UY,YO16,24.99,0.0,0.0,0.0,0.0,59.99,0.0,0.0,0.0,0.0,0.0,Female,Unknown,5.0,10.0,10.0,12.33,2
1573,Zero,61-65,Partner,Retired,Retired,Rent from Council/HA,"<10,000, >= 8,000",No,No,1996,Grampian,IV2 7FJ,IV2,34.99,1.02,39.48,120.36,0.0,20.48,0.0,4.46,1.0,0.0,291.47,Male,Scotland,39.17,52.9,24.38,90.94,1
8773,Zero,45-50,Partner,Professional,Housewife,Own Home,">=35,000",No,No,1971,Granada,M22 5JN,M22,0.0,104.49,0.0,49.98,47.94,0.0,31.97,19.49,0.0,0.0,0.0,Male,North West,40.48,8.58,24.9,59.24,2
465,Zero,22-25,Single/Never Married,Secretarial/Admin,Secretarial/Admin,Own Home,"<17,500, >=15,000",No,No,1995,Central,NG5 8QZ,NG5,0.0,0.0,38.98,59.94,47.96,48.95,0.0,38.46,0.0,0.0,0.0,Female,East Midlands,29.38,14.57,32.55,102.91,2
5723,3,26-30,Single/Never Married,Professional,Unknown,Own Home,"<25,000, >=22,500",No,Yes,1990,Anglia,L22 6RY,L22,0.0,139.46,0.0,114.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Female,North West,50.79,0.0,19.08,29.35,2
5573,2,31-35,Partner,Professional,Professional,Own Home,"<30,000, >=27,500",No,No,1987,Granada,OL2 6LS,OL2,0.0,44.99,0.0,189.9,0.0,30.47,211.27,0.0,3.0,0.0,13.59,Male,North West,46.98,43.06,72.44,171.16,2
3802,2,36-40,Partner,Professional,Business Manager,Own Home,"<30,000, >=27,500",No,No,1988,Meridian,TN10 4EE,TN10,0.0,0.0,0.0,0.52,0.0,19.47,17.47,17.48,0.0,0.0,0.0,Female,South East,0.1,9.07,9.16,-41.14,2
4112,Zero,31-35,Single/Never Married,Professional,Professional,Own Home,">=35,000",No,No,1996,Central,B74 4NX,B74,62.97,101.96,119.96,207.42,135.88,84.41,13.98,62.45,59.47,0.0,3.99,Female,West Midlands,125.64,37.38,93.94,218.18,2
